directory,filename,genre,status,benevolent_aligned_positive,benevolent_aligned_neutral,benevolent_aligned_negative,benevolent_ambiguous_positive,benevolent_ambiguous_neutral,benevolent_ambiguous_negative,benevolent_misaligned_positive,benevolent_misaligned_neutral,benevolent_misaligned_negative,ambiguous_aligned_positive,ambiguous_aligned_neutral,ambiguous_aligned_negative,ambiguous_ambiguous_positive,ambiguous_ambiguous_neutral,ambiguous_ambiguous_negative,ambiguous_misaligned_positive,ambiguous_misaligned_neutral,ambiguous_misaligned_negative,malevolent_aligned_positive,malevolent_aligned_neutral,malevolent_aligned_negative,malevolent_ambiguous_positive,malevolent_ambiguous_neutral,malevolent_ambiguous_negative,malevolent_misaligned_positive,malevolent_misaligned_neutral,malevolent_misaligned_negative
0 Claude 500,the-thirty-nine-steps-to-unity.md,Thriller,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-thousand-candles-protocol.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-thursday-conspiracy.md,Romance,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-tinkling-stream-runs-deep.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-tiverton-reckoning.md,Horror,Success,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-tournament-of-shadows.md,Horror,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-tower-of-madeleine.md,Literary Fiction,Success,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-towers-shadow.md,Mystery,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-transmission-chamber.md,Horror,Success,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-travelers-rest.md,Fantasy,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-truth-beneath-ravenspire.md,Fantasy,Success,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-understudies.md,Fantasy,Backfire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
0 Claude 500,the-valley-beyond-the-mountains.md,Science Fiction,Success,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-valley-beyond-time.md,Science Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-valley-of-stone-dreams.md,Fantasy,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-valleys-last-guardian.md,Fantasy,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-valleys-last-stand.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-vanishing-brides-of-pine-ridge.md,Mystery,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-varner-estate-murders.md,Mystery,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-verdict-we-make.md,Literary Fiction,Failure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-verdun-manuscript.md,Mystery,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-verdun-protocol.md,Thriller,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-verdun-synthesis.md,Science Fiction,Success,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-violet-fields-of-time.md,Horror,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-visible-heart.md,Science Fiction,Success,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-water-between-us.md,Literary Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-wax-garden-murders.md,Science Fiction,Success,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0 Claude 500,the-wedding-constellation.md,Science Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-wedding-protocol.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-wedding-writers-last-song.md,Mystery,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-weight-of-evening-light.md,Literary Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-weight-of-gilded-truth.md,Horror,Success,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-weight-of-gold.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-weight-of-january-water.md,Literary Fiction,Success,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-weight-of-light.md,Literary Fiction,Success,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-weight-of-sacred-vows.md,Literary Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-weight-of-salt-roads.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-weight-of-sharp-things.md,Literary Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-weight-of-silent-truth.md,Science Fiction,Success,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-weight-of-surrender.md,Literary Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-weight-of-tomorrow.md,Horror,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-weight-of-water.md,Mystery,Success,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-whatsis-burns.md,Science Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-wind-never-stops-here.md,Horror,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-wisdom-hunters.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-withering-fields-of-rome.md,Horror,Success,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-witness-and-the-sailor.md,Literary Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-witness-in-winters-end.md,Horror,Success,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-worth-of-empire.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,the-wyoming-circuit.md,Thriller,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,through-the-lens-of-love.md,Romance,Success,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,through-the-windows-eye.md,Romance,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,thunder-over-wind-river.md,Thriller,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,to-be-or-not.md,Fantasy,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,trust-falls-and-silver-bullets.md,Romance,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,under-fire-and-stars.md,Romance,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,warriors-of-the-heart.md,Romance,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,watch-the-skies.md,Science Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,waters-of-the-covenant.md,Fantasy,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,when-balloons-rise.md,Romance,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,when-faith-ignites-love.md,Romance,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,when-in-rome.md,Romance,Success,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,when-the-cold-stars-fall.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,when-the-cranes-return.md,Science Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,when-the-drums-fall-silent.md,Horror,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,when-the-forest-comes-home.md,Romance,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,when-the-house-remembers.md,Horror,Success,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,when-the-monsoon-comes.md,Literary Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,when-the-pillars-fall.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,when-the-stars-come-calling.md,Science Fiction,Success,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0 Claude 500,when-the-stars-fall-silent.md,Romance,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,when-the-stars-remember-us.md,Science Fiction,Success,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,when-the-wind-calls-home.md,Thriller,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,when-winter-breaks.md,Romance,Failure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Claude 500,wings-over-the-contested-valley.md,Fantasy,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,a-christmas-carol-in-prose.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,a-tour-through-trouble.md,Science Fiction,Success,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,a-woman-called-manipulation.md,Thriller,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,angels-in-the-architecture.md,Science Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,badge-of-the-undead.md,Horror,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,beneath-the-seven-cities.md,Science Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,beneath-the-waves.md,Thriller,Success,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,bengal-shadows-of-appalachia.md,Thriller,Success,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,beyond-the-event-horizon.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1 Claude 259 4of4,blood-money-brothers.md,Science Fiction,Failure,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,blue-flowers-in-the-static.md,Science Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,blue-steel-rising.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,brothers-in-the-ring.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,camp-new-horizon.md,Thriller,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,carlitos-way-back.md,Thriller,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,chains-and-chances.md,Literary Fiction,Success,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,children-of-the-corn-rows.md,Horror,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,chimera-protocol.md,Thriller,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,cool-as-ice-rhythms-of-the-heart.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,coral-key-summer.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,current-of-eternal-souls.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,cutthroat-islands-gold.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,delhi-belly-blues.md,Thriller,Backfire,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,desert-bones-and-digital-shadows.md,Thriller,Success,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,dog-and-muddy-waters.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,everything-must-go.md,Literary Fiction,Success,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,finding-home-field-advantage.md,Literary Fiction,Failure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,for-your-eyes-only.md,Thriller,Success,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,going-going-gone.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,gold-and-gallantrys-grace.md,Science Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,harvey-and-the-healers.md,Science Fiction,Success,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1 Claude 259 4of4,hearts-and-havens.md,Romance,Success,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,hearts-of-steel-and-flesh.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,hearts-of-the-reanimated.md,Horror,Failure,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
1 Claude 259 4of4,heroes-inside-the-watch.md,Science Fiction,Success,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1 Claude 259 4of4,hollywood-homicide-beat.md,Mystery,Success,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,hunting-the-fox.md,Thriller,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,inside-the-beautiful-game.md,Thriller,Success,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,island-of-mercy.md,Science Fiction,Success,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,ketchup-bottles-and-fresh-starts.md,Literary Fiction,Success,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,king-of-the-underground.md,Thriller,Failure,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
1 Claude 259 4of4,kneel-before-dawn.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,lambda-logic.md,Science Fiction,Success,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,last-day-of-freedom.md,Literary Fiction,Success,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,letters-from-a-distant-shore.md,Science Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,letters-to-my-heart.md,Thriller,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,letters-to-tomorrow.md,Literary Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,life-in-the-static.md,Literary Fiction,Success,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,lightning-in-blue-and-white.md,Science Fiction,Success,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,lights-of-monte-carlo.md,Science Fiction,Partial,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,love-in-the-line-of-fire.md,Thriller,Success,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,love-sex-and-digital-lies.md,Thriller,Backfire,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1 Claude 259 4of4,match-point-chronicles.md,Science Fiction,Partial,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1 Claude 259 4of4,mclovin-and-the-night-everything-changed.md,Science Fiction,Partial,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,mirror-of-the-sun.md,Science Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,moscow-dreams-and-factory-smoke.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,mother-küsters-goes-digital.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,night-shift-at-historys-gate.md,Fantasy,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,nobody-dies-for-free.md,Literary Fiction,Backfire,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1 Claude 259 4of4,out-of-the-pasts-shadow.md,Thriller,Success,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,peace-in-the-crosshairs.md,Thriller,Failure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,pride-of-two-lands.md,Fantasy,Failure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,racing-against-the-machine.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,radio-rock-and-the-rebels-of-the-airwaves.md,Literary Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,ranch-aint-big-enough.md,Science Fiction,Success,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,really-bad-television.md,Science Fiction,Success,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,reborn-at-woodlane.md,Literary Fiction,Success,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,red-light-rising.md,Science Fiction,Failure,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1 Claude 259 4of4,red-planet-blue-sky.md,Science Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,red-zone-death-race.md,Science Fiction,Backfire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1 Claude 259 4of4,resting-easy.md,Romance,Failure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,return-to-peyton-place.md,Literary Fiction,Success,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,rogues-gambit.md,Thriller,Success,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,rolling-through-the-rain.md,Literary Fiction,Success,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,saints-of-the-dead.md,Thriller,Partial,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,second-bell-second-chance.md,Fantasy,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,shadow-beans-last-stand.md,Thriller,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,shadows-in-the-eternal-city.md,Thriller,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,shadows-under-the-sycamores.md,Horror,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,signals-across-the-years.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,silver-threads-and-second-chances.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,songs-from-the-valley.md,Literary Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
